iter	Logloss
408	0.2375667388
409	0.2371833752
410	0.2366471175
411	0.2361782506
412	0.2358574955
413	0.2354922475
414	0.2350446471
415	0.2346281407
416	0.234086062
417	0.2336313823
418	0.2330260267
419	0.2326197055
420	0.2322722953
421	0.2318787015
422	0.2315302439
423	0.2311386813
424	0.2308587059
425	0.2303086282
426	0.2299447133
427	0.2294855428
428	0.2290041917
429	0.228708824
430	0.2284143522
431	0.227897821
432	0.2277661804
433	0.2273305131
434	0.2269598932
435	0.2264619825
436	0.2260439575
437	0.2256111912
438	0.2251635326
439	0.2247963519
440	0.2243464486
441	0.2239204001
442	0.2236356672
443	0.2231937917
444	0.2227601295
445	0.2222828885
446	0.221910833
447	0.2215882272
448	0.2212256838
449	0.2208405189
450	0.2201039779
451	0.219663866
452	0.2192457695
453	0.2188464752
454	0.2185417325
455	0.218116468
456	0.2177960141
457	0.2173646478
458	0.2170319219
459	0.2167037775
460	0.2163663127
461	0.2159856396
462	0.2155860222
463	0.2151212385
464	0.2146719209
465	0.2143386247
466	0.214047018
467	0.2137303079
468	0.2134828031
469	0.2130218901
470	0.2126273225
471	0.2121948712
472	0.2119621761
473	0.2117336118
474	0.2115283119
475	0.2111421395
476	0.2108180189
477	0.2105337273
478	0.2102789184
479	0.2098584607
480	0.2093434151
481	0.2090084479
482	0.20860917
483	0.2082704083
484	0.2080192413
485	0.2076593511
486	0.2072673277
487	0.206848294
488	0.2064141294
489	0.2059092524
490	0.205557106
491	0.2052121642
492	0.2048714585
493	0.2044900544
494	0.2041509858
495	0.2037915351
496	0.2033885903
497	0.2029640964
498	0.2025902993
499	0.2022503313
500	0.2019274689
501	0.2016188577
502	0.2013561989
503	0.2009694531
504	0.2005823718
505	0.2002113147
506	0.1998439977
507	0.199373677
508	0.1989984248
509	0.1986190757
510	0.1984454722
511	0.1981978218
512	0.1977913156
513	0.1973860284
514	0.1971289797
515	0.1967017113
516	0.1964105449
517	0.1960658269
518	0.195746568
519	0.1953713752
520	0.1950616249
521	0.1946458371
522	0.1942767954
523	0.1940184936
524	0.1937223809
525	0.1934509807
526	0.19303477
527	0.1926566228
528	0.1923055463
529	0.1920454921
530	0.1917359709
531	0.1914859822
532	0.1911067152
533	0.190707126
534	0.1903303084
535	0.1899086872
536	0.1897032132
537	0.1892407082
538	0.1889783304
539	0.1888093091
540	0.1885079183
541	0.1882305988
542	0.188065157
543	0.1877590666
544	0.1875045564
545	0.1872225231
546	0.1870202093
547	0.1868204417
548	0.1865697591
549	0.1863408635
550	0.1859535548
551	0.1857097599
552	0.1855448893
553	0.1852715044
554	0.1849679826
555	0.1846544446
556	0.1843615293
557	0.1841096658
558	0.1838601021
559	0.1834778345
560	0.1832476206
561	0.1829378127
562	0.1827254557
563	0.1824997924
564	0.1821969147
565	0.1819655575
566	0.1816635454
567	0.1813456036
568	0.1809815589
569	0.1806680365
570	0.1802956261
571	0.1800977666
572	0.1798204654
573	0.1796787215
574	0.1794823571
575	0.1791767512
576	0.1788403366
577	0.1786578714
578	0.1783911072
579	0.1780693068
580	0.1778224731
581	0.1775955495
582	0.1773520094
583	0.1770997183
584	0.1768238213
585	0.1765922563
586	0.1763494426
587	0.1760722518
588	0.1758723818
589	0.1755787393
590	0.175308353
591	0.1750964928
592	0.1748708906
593	0.1746980071
594	0.1744023567
595	0.1742348118
596	0.1740570137
597	0.1738114145
598	0.1733045113
599	0.1731412466
600	0.1729197246
601	0.1727226977
602	0.1725897023
603	0.1723718231
604	0.1721120656
605	0.1718600529
606	0.171656833
607	0.1714387254
608	0.1712762674
609	0.1709855476
610	0.1707963239
611	0.1705923496
612	0.170153162
613	0.1699073513
614	0.1696276606
615	0.1692739139
616	0.1690846433
617	0.1688962378
618	0.1686612199
619	0.168530159
620	0.1682127658
621	0.1678179081
622	0.1675875527
623	0.167338666
624	0.1670916036
625	0.1668347159
626	0.1666682025
627	0.1664291165
628	0.1661875834
629	0.1660357578
630	0.1657567202
631	0.1655107256
632	0.1652659902
633	0.16503778
634	0.1648325491
635	0.164592919
636	0.1644077816
637	0.164248624
638	0.1639479487
639	0.1636756929
640	0.1634968102
641	0.1633786737
642	0.1631745696
643	0.1627683067
644	0.1625415444
645	0.1623308027
646	0.1620716534
647	0.1617951475
648	0.1615531952
649	0.1613155774
650	0.1610392272
651	0.1608295092
652	0.1606594151
653	0.1604217655
654	0.1602678337
655	0.1600409833
656	0.1597404032
657	0.1595708671
658	0.1593561684
659	0.1590553971
660	0.1588192214
661	0.1586345475
662	0.1584795545
663	0.1582114271
664	0.1579307713
665	0.1577020466
666	0.15748159
667	0.1572878573
668	0.1570685077
669	0.1568164338
670	0.1566871158
671	0.1564839667
672	0.156234955
673	0.1559770647
674	0.1557412179
675	0.1555934458
676	0.1554086039
677	0.1552059881
678	0.1550393787
679	0.1548896783
680	0.1546310395
681	0.1544210569
682	0.1542398995
683	0.1540206126
684	0.1537356546
685	0.1534582181
686	0.153243597
687	0.1529433875
688	0.1526659306
689	0.1524321637
690	0.1522934894
691	0.1519664585
692	0.1517156011
693	0.1515187235
694	0.1514128037
695	0.151187339
696	0.1509918666
697	0.1508127942
698	0.1505946754
699	0.1504065634
700	0.1501372775
701	0.1498821427
702	0.1496950076
703	0.149464694
704	0.1493183195
705	0.1490485557
706	0.1489116847
707	0.1487005854
708	0.1484747478
709	0.1482551998
710	0.1480982634
711	0.1478825115
712	0.1477188299
713	0.1475236383
714	0.1472665458
715	0.147089946
716	0.1468954921
717	0.1467441429
718	0.1465840543
719	0.1463875759
720	0.1461578445
721	0.1458752558
722	0.1457058642
723	0.1455293819
724	0.1452891252
725	0.1450017187
726	0.1447490354
727	0.1445860273
728	0.1444208602
729	0.1441905148
730	0.1440836622
731	0.1439769465
732	0.1438480751
733	0.1436131645
734	0.1434776084
735	0.1432851978
736	0.1430863041
737	0.1428707839
738	0.1426595901
739	0.142537044
740	0.1423785358
741	0.1422519691
742	0.1420779038
743	0.1419187295
744	0.1417623005
745	0.1415602254
746	0.1412909625
747	0.141099639
748	0.1408892497
749	0.1406837212
750	0.1405266775
751	0.1404281779
752	0.1402306998
753	0.1401187122
754	0.1399603136
755	0.1397058871
756	0.1395292567
757	0.1393156701
758	0.1391214209
759	0.1388994647
760	0.1387363691
761	0.1385997671
762	0.138415054
763	0.1382489549
764	0.1380822092
765	0.1378424815
766	0.1377044111
767	0.1375401369
768	0.137436716
769	0.1372867613
770	0.1371103043
771	0.1369687135
772	0.1368094508
773	0.1366533615
774	0.136472748
775	0.1362583122
776	0.1361077339
777	0.1357920818
778	0.135633562
779	0.1354985438
780	0.135304984
781	0.1351678696
782	0.1350018437
783	0.134775572
784	0.1346582812
785	0.134485987
786	0.1343287575
787	0.1341258251
788	0.1339545379
789	0.1337832528
790	0.1336684349
791	0.1334853649
792	0.1333867238
793	0.1332667258
794	0.1330771409
795	0.1329389297
796	0.1328481006
797	0.132683235
798	0.1325189371
799	0.1323309787
800	0.1321937588
801	0.1320338231
802	0.1319047233
803	0.1317623332
804	0.1315975616
805	0.1314173782
806	0.1312066117
807	0.1310373804
808	0.1308972169
809	0.1307757377
810	0.1307064533
811	0.1305863035
812	0.1304628868
813	0.1303277369
814	0.1301858808
815	0.1300129462
816	0.1298523448
817	0.1297151342
818	0.1294451967
819	0.1292878324
820	0.1291308024
821	0.1290155491
822	0.1288777062
823	0.1287600322
824	0.1285510515
825	0.1283442653
826	0.1281380664
827	0.1279717584
828	0.1278634012
829	0.1276680111
830	0.1275146301
831	0.1273470286
832	0.1271570208
833	0.1270037503
834	0.1268300117
835	0.126705862
836	0.1265596293
837	0.1264185863
838	0.1262976081
839	0.1261154139
840	0.1259783677
841	0.1258407193
842	0.1257366923
843	0.1255845184
844	0.1253926129
845	0.1252459139
846	0.1250766125
847	0.1249167755
848	0.1247150856
849	0.124525182
850	0.1243385963
851	0.1242015458
852	0.1240602409
853	0.1239777935
854	0.1238362052
855	0.1237058792
856	0.1235801557
857	0.12345815
858	0.1232799863
859	0.1232231532
860	0.1230818329
861	0.1229642163
862	0.1227726337
863	0.1226441965
864	0.1224918287
865	0.1223133275
866	0.1221541379
867	0.1220098369
868	0.1218696654
869	0.1217426339
870	0.1215722763
871	0.1213910506
872	0.1212263739
873	0.1210511669
874	0.1209374569
875	0.1207584344
876	0.1206192109
877	0.1204370097
878	0.1203011352
879	0.1202098275
880	0.1200716226
881	0.1199291985
882	0.1197918302
883	0.1196355865
884	0.1194742154
885	0.1193512528
886	0.1192065708
887	0.1191030529
888	0.1189551336
889	0.1188620782
890	0.1187124477
891	0.1185582212
892	0.1183885316
893	0.1182997053
894	0.1181071601
895	0.1179645943
896	0.1178404423
897	0.117741538
898	0.1176138633
899	0.1174806411
900	0.1173401512
901	0.1171937091
902	0.11703023
903	0.1168916411
904	0.1167059712
905	0.1165619004
906	0.1164444844
907	0.1163060232
908	0.1161683201
909	0.1160143181
910	0.1158856984
911	0.1157452533
912	0.115541228
913	0.1153997207
914	0.1152559144
915	0.1151391946
916	0.1150250014
917	0.1148403406
918	0.114770383
919	0.1146505136
920	0.1145113893
921	0.1143911506
922	0.114257856
923	0.1141647851
924	0.1140006311
925	0.1138909709
926	0.1137842731
927	0.1137259048
928	0.1136370267
929	0.113530986
930	0.1134030805
931	0.1132998569
932	0.1131131466
933	0.1129952722
934	0.1128441578
935	0.1127198508
936	0.1125960901
937	0.1124846666
938	0.1123576523
939	0.1122413923
940	0.1121197844
941	0.1119884069
942	0.1118885311
943	0.1117113914
944	0.1116052732
945	0.1114774452
946	0.111339882
947	0.1112718163
948	0.1111453552
949	0.111072921
950	0.1109168599
951	0.110801399
952	0.1106643428
953	0.110573199
954	0.1104463609
955	0.1103176141
956	0.1102053556
957	0.1101334606
958	0.1100126111
959	0.1098960359
960	0.1097516498
961	0.1097007126
962	0.1095871767
963	0.1094566877
964	0.109342139
965	0.1092732926
966	0.109152974
967	0.1090526091
968	0.1089547988
969	0.1087823255
970	0.1086586965
971	0.1085794126
972	0.1084906198
973	0.1083621114
974	0.1082792107
975	0.108152557
976	0.1080311238
977	0.1079466639
978	0.1078334383
979	0.1077079558
980	0.1075866773
981	0.1074731688
982	0.1073649461
983	0.1072488044
984	0.1071271415
985	0.1070575563
986	0.106959432
987	0.1068854574
988	0.1067737456
989	0.1066313121
990	0.1065121469
991	0.1063994826
992	0.1062658345
993	0.1061687666
994	0.1060656903
995	0.1059754128
996	0.1058927416
997	0.1058277239
998	0.1057010428
999	0.1056137697
